AgentState_t	AgentState_x0	AgentState_u0	AgentState_v0	Cost	Debug_Cost
18.4	2.0003	0	0 	 1.42265e-05	7.51832e-06	
18.5	2.00035	0	0 	 1.35333e-05	8.2571e-06	
18.6	2.00039	0	0 	 1.29399e-05	9.97116e-06	
18.7	2.00042	0	0 	 1.16428e-05	1.10169e-05	
18.8	2.00043	0	0 	 1.20257e-05	1.16373e-05	
18.9	2.00043	0	0 	 1.24881e-05	1.28634e-05	
19	2.00042	0	0 	 1.24873e-05	1.31672e-05	
19.1	2.0004	0	0 	 1.23415e-05	1.40026e-05	
19.2	2.00037	0	0 	 1.29544e-05	1.46667e-05	
19.3	2.00033	0	0 	 1.21779e-05	1.52076e-05	
19.4	2.00028	0	0 	 1.21612e-05	1.57163e-05	
19.5	2.00022	0	0 	 1.19976e-05	1.61505e-05	
19.6	2.00015	0	0 	 1.16144e-05	1.62937e-05	
19.7	2.00008	0	0 	 1.14383e-05	1.64395e-05	
19.8	2.00001	0	0 	 1.14311e-05	1.59863e-05	
19.9	1.99993	0	0 	 1.12736e-05	1.60582e-05	
20	1.99986	0	0 	 1.15253e-05	1.56725e-05	
20.1	1.99978	0	0 	 1.15194e-05	1.5022e-05	
20.2	1.99972	0	0 	 1.21482e-05	1.42265e-05	
20.3	1.99966	0	0 	 1.29088e-05	1.35333e-05	
20.4	1.9996	0	0 	 1.31304e-05	1.29399e-05	
20.5	1.99956	0	0 	 1.47786e-05	1.16428e-05	
20.6	1.99953	0	0 	 1.58803e-05	1.20257e-05	
20.7	1.99951	0	0 	 1.55168e-05	1.24881e-05	
20.8	1.99949	0	0 	 1.65195e-05	1.24873e-05	
20.9	1.99948	0	0 	 1.6827e-05	1.23415e-05	
21	1.99949	0	0 	 1.7288e-05	1.29544e-05	
21.1	1.9995	0	0 	 1.80886e-05	1.21779e-05	
21.2	1.99951	0	0 	 1.83641e-05	1.21612e-05	
21.3	1.99953	0	0 	 1.88978e-05	1.19976e-05	
21.4	1.99955	0	0 	 1.93939e-05	1.16144e-05	
21.5	1.99958	0	0 	 1.94923e-05	1.14383e-05	
21.6	1.9996	0	0 	 2.02144e-05	1.14311e-05	
21.7	1.99963	0	0 	 2.08354e-05	1.12736e-05	
